,p,panduan
r_3588,2.5544408090994093e-146,1
r_3589,7.949003201224907e-88,1
r_3590,4.614884130843117e-72,1
r_3591,4.089385214955904e-53,1
r_3592,3.964811544930052e-08,1
r_3593,2.4035075119209826e-187,1
r_3594,5.76577360027686e-142,1
r_3595,5.544610615434497e-30,1
r_3596,0.0,1
r_3597,0.0,1
r_3598,1000,0
r_3599,0.0,1
r_3600,0.0,1
r_3601,0.0,1
r_3602,0.0,1
r_3603,9.181888674172149e-175,1
r_3604,0.0,1
r_3605,0.0,1
r_3606,0.0,1
r_3607,0.0,1
r_3608,3.5928509379588444e-291,1
r_3609,0.0,1
r_3610,2.919029386489079e-303,1
r_3611,0.0,1
r_3612,1000,0
r_3613,1000,0
r_3614,0.0,1
r_3615,0.0,1
r_3616,2.2321622929930856e-72,1
r_3617,4.1628641180604873e-75,1
r_3618,1.441558314678206e-66,1
r_3619,1.1173283965819917e-10,1
r_3620,3.145867985939937e-102,1
r_3621,4.0665353650064113e-84,1
r_3622,4.764866533738198e-69,1
r_3623,4.504621668278489e-07,1
r_3624,2.3675897972403314e-40,1
r_3625,2.0716433537621325e-23,1
r_3626,4.416999285903768e-173,1
r_3627,3.995014132813279e-06,1
r_3628,6.788489761149132e-33,1
r_3629,3.308045238440115e-75,1
r_3630,5.7919105707200395e-46,1
r_3631,0.0003677707115534462,1
r_3632,2.1850774174936728e-104,1
r_3633,2.1381096102575335e-199,1
r_3634,0.0,1
r_3635,1.3012530558637377e-57,1
r_3636,8.044881335209244e-13,1
r_3637,2.598084540568099e-194,1
r_3638,3.0818418138758566e-66,1
r_3639,2.686255111706626e-82,1
r_3640,0.0,1
r_3641,1.0755990298236913e-261,1
r_3642,0.0,1
r_3643,0.0,1
r_3644,1.1770959526866011e-196,1
r_3645,0.0,1
r_3646,0.0,1
r_3647,0.0,1
r_3648,0.0,1
r_3649,0.0,1
r_3650,8.925436140071381e-153,1
r_3651,0.0,1
r_3652,0.0,1
r_3653,3.22948117510884e-96,1
r_3654,7.173616675935736e-45,1
r_3655,3.295598162153402e-20,1
r_3656,1.3993623580828477e-50,1
r_3657,1.2350621535164493e-71,1
r_3658,0.009670098325184248,1
r_3659,1.6915011284398497e-86,1
r_3660,4.043761072628142e-05,1
r_3661,5.256688877630964e-38,1
r_3662,0.0,1
r_3663,0.0,1
r_3664,0.0,1
r_3665,4.3719662827868505e-303,1
r_3666,3.00269261860118e-309,1
r_3667,3.00269261860118e-309,1
r_3668,0.0,1
r_3669,2.802263978881591e-231,1
r_3670,0.0,1
r_3671,5.757514023310249e-225,1
r_3672,3.4394688416982765e-25,1
r_3673,0.0,1
r_3674,4.194986942676311e-35,1
r_3675,0.0,1
r_3676,0.0,1
r_3677,3.702641606156971e-27,1
r_3678,0.0,1
r_3679,0.0,1
r_3680,1.2467324075719556e-268,1
r_3681,0.0,1
r_3682,0.0,1
r_3683,0.0,1
r_3684,0.0,1
r_3685,1.2806975892871514e-65,1
r_3686,1.3324019411853313e-57,1
r_3687,2.1427365253558367e-55,1
r_3688,1.1078058795420406e-97,1
r_3689,9.5933705367338e-27,1
r_3690,6.119990205577579e-241,1
r_3691,7.490453976781449e-21,1
r_3692,0.00013110425876774882,1
r_3693,3.3854144716497724e-20,1
r_3694,4.49234545287671e-164,1
r_3695,1.2970512435653117e-55,1
r_3696,8.49613735746426e-35,1
r_3697,7.320805453207941e-16,1
r_3698,4.8773155385731453e-11,1
r_3699,3.403707592767746e-14,1
r_3700,3.182764366109709e-67,1
r_3701,8.331767945649422e-06,1
r_3702,1.781117975432864e-82,1
r_3703,3.3377356720232785e-28,1
r_3704,2.3353461119509982e-45,1
r_3705,4.1106312302663524e-08,1
r_3706,8.531137959985347e-55,1
r_3707,2.0314880681926628e-52,1
r_3708,8.438485150374014e-230,1
r_3709,3.231126061161488e-121,1
r_3710,2.3679579979107298e-163,1
r_3711,1.1416322352320304e-12,1
r_3712,7.632706443790799e-128,1
r_3713,1.8292191201128188e-42,1
r_3714,2.4433456128700974e-93,1
r_3715,4.877396137098442e-78,1
r_3716,1.9173611237664904e-35,1
r_3717,2.475411388353725e-54,1
r_3718,8.888950659976594e-74,1
r_3719,4.0699639909153667e-81,1
r_3720,6.582575973108868e-55,1
r_3721,5.199368223721707e-39,1
r_3722,1.183035648638039e-31,1
r_3723,1.8245688506453978e-29,1
r_3724,8.757741084740857e-30,1
r_3725,3.926792915182613e-39,1
r_3726,2.470012608053179e-80,1
r_3727,1.2699860467869198e-70,1
r_3728,1.4643259564200847e-21,1
r_3729,6.060257669704033e-31,1
r_3730,2.8018047025225678e-18,1
r_3731,2.6783567910253135e-160,1
r_3732,4.3747226518518174e-69,1
r_3733,1.3507491199312677e-41,1
r_3734,1.6191862998525322e-78,1
r_3735,6.157502529785253e-132,1
r_3736,2.885184351242107e-19,1
r_3737,5.170827046989518e-30,1
r_3738,1.1367752089302003e-177,1
r_3739,2.1752363739717187e-65,1
r_3740,2.0313372980829218e-29,1
r_3741,1.0222807352491677e-93,1
r_3742,3.0186876137650565e-60,1
r_3743,1.478458596257052e-219,1
r_3744,4.299224611178005e-159,1
r_3745,1.4249738976233727e-63,1
r_3746,1.685950715906121e-75,1
r_3747,1.07669680731004e-310,1
r_3748,2.0936410228867936e-68,1
r_3749,9.069759151488936e-26,1
r_3750,1.1148137247153544e-241,1
r_3751,8.341657160905869e-228,1
r_3752,2.338183144687139e-193,1
r_3753,1.3080145780383222e-135,1
r_3754,5.89006749830015e-58,1
r_3755,2.61233119205926e-115,1
r_3756,5.817016368290271e-219,1
r_3757,1.1122495110395447e-257,1
r_3758,1.0846655809199086e-156,1
r_3759,3.4394688416982765e-25,1
r_3760,0.0,1
r_3761,4.194986942676311e-35,1
r_3762,0.0,1
r_3763,0.0,1
r_3764,3.702641606156971e-27,1
r_3765,1.4759037578914645e-07,1
r_3766,0.0,1
r_3767,2.1636821074268355e-236,1
r_3768,0.0,1
r_3769,0.0,1
r_3770,0.0,1
r_3771,4.7932971001145645e-120,1
r_3772,6.414418485929196e-80,1
r_3773,1.4759037578914645e-07,1
r_3774,0.0,1
r_3775,2.1636821074268355e-236,1
r_3776,0.0,1
r_3777,0.0,1
r_3778,0.0,1
r_3779,4.7932971001145645e-120,1
r_3780,6.414418485929196e-80,1
r_3781,0.0,1
r_3782,0.0,1
r_3783,0.0,1
r_3784,0.0,1
r_3785,0.0,1
r_3786,0.0,1
r_3787,0.0,1
r_3788,0.0,1
r_3789,0.0,1
r_3790,0.0,1
r_3791,0.0,1
r_3792,0.0,1
r_3793,0.0,1
r_3794,0.0,1
r_3795,0.0,1
r_3796,0.0,1
r_3797,2.8401429121352306e-29,1
r_3798,1.40787634280384e-53,1
r_3799,1.3353107164076606e-110,1
r_3800,2.5235503329742788e-18,1
r_3801,2.4834020357260942e-89,1
r_3802,1.9102664936936573e-50,1
r_3803,2.148283349618143e-70,1
r_3804,3.649365464149789e-17,1
r_3805,0.0,1
r_3806,0.0,1
r_3807,0.0,1
r_3808,5.984707216066515e-222,1
r_3809,7.189759965441465e-300,1
r_3810,6.0038341232506226e-239,1
r_3811,2.197462426280613e-210,1
r_3812,2.8973451027066288e-288,1
r_3813,0.0,1
r_3814,0.0,1
r_3815,0.0,1
r_3816,0.0,1
r_3817,0.0,1
r_3818,0.0,1
r_3819,0.0,1
r_3820,0.0,1
r_3821,0.0,1
r_3822,0.0,1
r_3823,0.0,1
r_3824,0.0,1
r_3825,0.0,1
r_3826,0.0,1
r_3827,0.0,1
r_3828,0.0,1
r_3829,1000,0
r_3830,1000,0
r_3831,1000,0
r_3832,1000,0
r_3833,1000,0
r_3834,1000,0
r_3835,1000,0
r_3836,1000,0
r_3837,3.176660982659714e-100,1
r_3838,2.8514082170124456e-79,1
r_3839,1.9884439422566464e-130,1
r_3840,1.345125436694343e-137,1
r_3841,4.359079906179182e-132,1
r_3842,4.9694192232079985e-173,1
r_3843,3.26290902263575e-118,1
r_3844,7.367732609579894e-209,1
r_3845,0.0,1
r_3846,0.0,1
r_3847,0.0,1
r_3848,0.0,1
r_3849,0.0,1
r_3850,0.0,1
r_3851,0.0,1
r_3852,0.0,1
r_3853,0.0,1
r_3854,0.0,1
r_3855,0.0,1
r_3856,0.0,1
r_3857,0.0,1
r_3858,0.0,1
r_3859,0.0,1
r_3860,0.0,1
r_3861,1.2392437680367028e-50,1
r_3862,7.497140047443815e-18,1
r_3863,2.044740375628556e-63,1
r_3864,7.300354369902975e-44,1
r_3865,4.710655447808849e-10,1
r_3866,5.637442606408254e-38,1
r_3867,2.2420173806853232e-13,1
r_3868,9.379899689541114e-71,1
r_3869,3.104769296726021e-16,1
r_3870,2.1709399459198673e-23,1
r_3871,2.1875384315155853e-59,1
r_3872,4.6677931017237945e-35,1
r_3873,3.986961613852864e-125,1
r_3874,3.515882446719477e-74,1
r_3875,8.45759506837389e-26,1
r_3876,8.031585454977345e-61,1
r_3877,2.3859344988708315e-27,1
r_3878,3.057561878834952e-241,1
r_3879,2.1098953349588635e-240,1
r_3880,7.12769979837e-311,1
r_3881,3.541695346071839e-152,1
r_3882,1.1675507350657955e-147,1
r_3883,1.563425514139976e-51,1
r_3884,1.2478238842650143e-230,1
r_3885,0.0,1
r_3886,9.924008120821833e-196,1
r_3887,0.0,1
r_3888,0.0,1
r_3889,3.0756762396967745e-192,1
r_3890,1.104570384508178e-12,1
r_3891,0.0,1
r_3892,3.2047024953282904e-223,1
r_3893,0.0,1
r_3894,0.0,1
r_3895,0.0,1
r_3896,0.0,1
r_3897,0.0,1
r_3898,0.0,1
r_3899,0.0,1
r_3900,0.0,1
r_3901,0.0,1
r_3902,0.0,1
r_3903,0.0024872094417262383,1
r_3904,7.704979568309448e-166,1
r_3905,1.5407341081606925e-06,1
r_3906,5.134237269532046e-135,1
r_3907,9.399996947960677e-85,1
r_3908,2.0221358752735342e-67,1
r_3909,4.236819659270527e-97,1
r_3910,8.507573991051181e-44,1
r_3911,1.1042999072521266e-76,1
r_3912,2.5642106980284607e-25,1
r_3913,4.4729657309592016e-17,1
r_3914,1.3783047808703979e-27,1
r_3915,4.563388916990148e-63,1
r_3916,1.893868646104008e-28,1
r_3917,2.9166638318453325e-38,1
r_3918,5.903412346556717e-09,1
r_3919,7.080716685363501e-63,1
r_3920,2.4674650937252535e-113,1
r_3921,4.475485097008123e-102,1
r_3922,2.628359137513382e-39,1
r_3923,0.00397522789434354,1
r_3924,2.4248526991112576e-54,1
r_3925,9.7918512008346e-46,1
r_3926,1.3051764623868123e-20,1
r_3927,1.9056825465820976e-65,1
r_3928,3.716013768786104e-32,1
r_3929,2.1850774174936728e-104,1
r_3930,2.1381096102575335e-199,1
r_3931,0.0,1
r_3932,1.3012530558637377e-57,1
r_3933,8.044881335209244e-13,1
r_3934,2.598084540568099e-194,1
r_3935,3.0818418138758566e-66,1
r_3936,2.686255111706626e-82,1
r_3937,5.771958634219011e-84,1
r_3938,2.421100123747495e-37,1
r_3939,0.0,1
r_3940,6.774990159323865e-67,1
r_3941,1.2093902344784767e-20,1
r_3942,2.550521192829778e-26,1
r_3943,4.278855556323714e-43,1
r_3944,2.5483783406916333e-23,1
r_3945,2.3919732423708573e-64,1
r_3946,3.186240624170564e-33,1
r_3947,9.341003984975644e-31,1
r_3948,6.033416411611598e-95,1
r_3949,5.767630690826482e-45,1
r_3950,3.881669537572838e-27,1
r_3951,1.9563494612529348e-29,1
r_3952,9.483017005549677e-54,1
r_3953,2.396915537487225e-23,1
r_3954,1.5380097713777743e-126,1
r_3955,1.1479376904366594e-116,1
r_3956,3.341538726612681e-09,1
r_3957,0.0,1
r_3958,0.0,1
r_3959,0.0,1
r_3960,0.0,1
r_3961,0.0,1
r_3962,0.0,1
r_3963,0.0,1
r_3964,0.0,1
r_3965,0.0,1
r_3966,0.0,1
r_3967,0.0,1
r_3968,0.0,1
r_3969,0.0,1
r_3970,0.0,1
r_3971,0.0,1
r_3972,0.0,1
r_3973,0.0,1
r_3975,0.0,1
r_3976,0.0,1
r_3977,0.0,1
r_3978,0.0,1
r_3979,1.4267431293482908e-274,1
r_3980,0.0,1
r_3981,0.0,1
r_3982,0.0,1
r_3983,0.0,1
r_3984,0.0,1
r_3985,0.0,1
r_3986,0.0,1
r_3987,0.0,1
r_3988,0.0,1
r_3989,0.0,1
r_3990,0.0,1
r_3991,0.0,1
r_3992,3.9585579767430694e-78,1
r_3993,0.0,1
r_3994,0.0,1
r_3995,0.0,1
r_3996,0.0,1
r_3997,0.0,1
r_3998,0.0,1
r_3999,0.0,1
r_4000,0.0,1
r_4001,0.0,1
r_4002,0.0,1
r_4003,0.0,1
r_4004,0.0,1
r_4005,0.0,1
r_4006,0.0,1
r_4007,0.0,1
r_4008,0.0,1
r_4009,0.0,1
r_4010,0.0,1
r_4011,0.0,1
r_4012,0.0,1
r_4013,0.0,1
r_4014,2.8780315149330187e-82,1
r_4015,0.0,1
r_4016,0.0,1
r_4017,0.0,1
r_4018,0.0,1
r_4019,0.0,1
r_4020,0.0,1
r_4021,0.0,1
r_4022,6.5198430741635275e-53,1
r_4023,0.0,1
r_4024,0.0,1
r_4025,0.0,1
r_4026,0.0,1
r_4027,0.0,1
r_4028,0.0,1
r_4029,0.0,1
r_4030,0.0,1
r_4031,0.0,1
r_4032,0.0,1
r_4033,0.0,1
r_4034,0.0,1
r_4035,0.0,1
r_4036,0.0,1
r_4037,0.0,1
r_4038,0.0,1
r_4039,0.0,1
r_4040,0.0,1
r_4041,0.0,1
r_4042,1000,0
r_4043,1000,0
r_4044,1000,0
r_4045,5.193118044206108e-37,1
r_4046,0.0,1
r_4047,0.0,1
r_4048,0.0,1
r_4049,0.0,1
r_4050,0.0,1
r_4051,1000,0
r_4052,1000,0
r_4053,1000,0
r_4054,1000,0
r_4055,1000,0
r_4056,1000,0
r_4057,1000,0
r_4058,1000,0
r_4059,1000,0
r_4060,1000,0
r_4061,1000,0
r_4062,1000,0
r_4063,0.0,1
r_4064,1000,0
r_4065,0.0,1
r_4066,0.0,1
r_4067,0.0,1
r_4068,1.37973512023655e-310,1
r_4069,0.0,1
r_4070,0.0,1
r_4071,0.0,1
r_4072,0.0,1
r_4073,0.0,1
r_4074,0.0,1
r_4075,0.0,1
r_4076,4.387973976583837e-261,1
r_4077,5.226898106994581e-105,1
r_4078,5.999082931666843e-260,1
r_4079,2.844566886088363e-105,1
r_4080,7.832348094784237e-97,1
r_4081,0.0,1
r_4082,0.0,1
r_4083,0.0,1
r_4084,0.0,1
r_4085,0.0,1
r_4086,0.0,1
r_4087,0.0,1
r_4088,0.0,1
r_4089,0.0,1
r_4090,0.0,1
r_4091,2.356847891878234e-152,1
r_4092,0.0,1
r_4093,0.0,1
r_4094,0.0,1
r_4095,3.5445116329083046e-141,1
r_4096,0.0,1
r_4097,0.0,1
r_4098,0.0,1
r_4099,0.0,1
r_4100,2.025576322567265e-247,1
r_4101,0.0,1
r_4102,0.0,1
r_4103,7.4453982308968e-94,1
r_4104,0.0,1
r_4105,0.0,1
r_4106,0.0,1
r_4107,0.0,1
r_4108,0.0,1
r_4109,0.0,1
r_4110,0.0,1
r_4111,0.0,1
r_4112,0.0,1
r_4113,0.0,1
r_4114,4.4425099536030145e-307,1
r_4115,1.3505894614795917e-261,1
r_4116,0.0,1
r_4117,0.0,1
r_4118,0.0,1
r_4119,1.2717476342290383e-227,1
r_4120,1.3133727923165184e-80,1
r_4121,0.0,1
r_4122,0.0,1
r_4123,0.0,1
r_4124,0.0,1
r_4125,0.0,1
r_4126,0.0,1
r_4127,0.0,1
r_4128,0.0,1
r_4129,0.0,1
r_4130,0.0,1
r_4131,2.3276781005323936e-132,1
r_4132,2.0173729444513376e-261,1
r_4133,0.0,1
r_4134,3.1954680427508846e-268,1
r_4135,0.0,1
r_4136,0.0,1
r_4137,6.219982409651805e-209,1
r_4138,1.9687727663966516e-290,1
r_4139,0.0,1
r_4140,0.0,1
r_4141,0.0,1
r_4142,0.0,1
r_4143,0.0,1
r_4144,0.0,1
r_4145,0.0,1
r_4146,0.0,1
r_4147,6.335466362840576e-272,1
r_4148,0.0,1
r_4149,1.69251159871335e-84,1
r_4150,0.0,1
r_4151,0.0,1
r_4152,1000,0
r_4153,1000,0
r_4154,1000,0
r_4155,1000,0
r_4156,7.066941034689646e-47,1
r_4157,1000,0
r_4158,1000,0
r_4159,1000,0
r_4160,1000,0
r_4161,3.9801682088377127e-82,1
r_4162,5.708687311030121e-11,1
r_4163,0.0,1
r_4164,1000,0
r_4165,1000,0
r_4166,1000,0
r_4167,1000,0
r_4168,1000,0
r_4169,1000,0
r_4170,1000,0
r_4171,7.019187669265333e-57,1
r_4172,1000,0
r_4173,1000,0
r_4174,1000,0
r_4175,1000,0
r_4176,1000,0
r_4177,1000,0
r_4178,1000,0
r_4179,1000,0
r_4180,1000,0
r_4181,1000,0
r_4183,1000,0
r_4184,1000,0
r_4185,7.062936130791972e-28,1
r_4186,1000,0
r_4187,1000,0
r_4188,1.8049102959968819e-56,1
r_4189,1000,0
r_4190,1000,0
r_4191,1000,0
r_4192,1000,0
r_4193,1000,0
r_4194,1000,0
r_4195,1000,0
r_4196,0.0,1
r_4197,1000,0
r_4198,1000,0
r_4199,1000,0
r_4200,1000,0
r_4201,1000,0
r_4202,0.0,1
r_4203,0.0,1
r_4204,0.0,1
r_4205,1.8049102959968819e-56,1
r_4206,1000,0
r_4207,1000,0
r_4208,1000,0
r_4209,1000,0
r_4210,1000,0
r_4211,1000,0
r_4212,0.0,1
r_4214,3.880301633596192e-83,1
r_4215,1000,0
r_4216,2.724611444900968e-72,1
r_4217,1000,0
r_4218,1000,0
r_4219,1000,0
r_4220,1000,0
r_4221,1000,0
r_4222,1000,0
r_4223,1000,0
r_4224,3.1989431389878792e-80,1
r_4225,1000,0
r_4226,0.0,1
r_4227,1000,0
r_4228,1000,0
r_4230,1000,0
r_4231,1000,0
r_4232,0.0,1
r_4233,1000,0
r_4234,1000,0
r_4236,0.0,1
r_4237,1000,0
r_4238,1000,0
r_4239,1000,0
r_4240,1000,0
r_4241,1000,0
r_4242,1000,0
r_4243,1000,0
r_4244,1000,0
r_4245,1000,0
r_4246,1000,0
r_4247,1000,0
r_4248,0.0,1
r_4249,4.9250562075011e-217,1
r_4250,1000,0
r_4251,1000,0
r_4252,1000,0
r_4253,1000,0
r_4254,1000,0
r_4255,1000,0
r_4256,1000,0
r_4258,1000,0
r_4260,1000,0
r_4261,1000,0
r_4262,0.0,1
r_4263,1000,0
r_4264,0.0,1
r_4265,1000,0
r_4266,4.691584842538695e-52,1
r_4267,6.748261251191294e-73,1
r_4268,0.31747238087033536,0
r_4269,1000,0
r_4270,1000,0
r_4271,1000,0
r_4272,1000,0
r_4273,1000,0
r_4274,2.7662038984416268e-235,1
r_4275,1000,0
r_4276,1000,0
r_4277,1000,0
r_4278,1000,0
r_4279,1000,0
r_4280,0.0,1
r_4281,0.0,1
r_4282,1000,0
r_4283,1000,0
r_4284,1000,0
r_4285,1000,0
r_4286,0.0,1
r_4287,1000,0
r_4288,1000,0
r_4291,1000,0
r_4292,8.203302118481065e-48,1
r_4293,6.505973879115251e-38,1
r_4294,1000,0
r_4295,1000,0
r_4296,1000,0
r_4297,1000,0
r_4298,1000,0
r_4299,1000,0
r_4300,1000,0
r_4301,1000,0
r_4302,1000,0
r_4303,1000,0
r_4304,1000,0
r_4305,1000,0
r_4306,1000,0
r_4307,1000,0
r_4308,1000,0
r_4309,1000,0
r_4310,1000,0
r_4311,1000,0
r_4312,1000,0
r_4313,1000,0
r_4314,1000,0
r_4315,3.868494125346899e-233,1
r_4316,1000,0
r_4317,1000,0
r_4318,1000,0
r_4319,1000,0
r_4320,1000,0
r_4321,1000,0
r_4322,1000,0
r_4323,0.0,1
r_4324,0.0,1
r_4325,1000,0
r_4326,1000,0
r_4327,1000,0
r_4328,1000,0
r_4329,1000,0
r_4330,8.91804698148925e-108,1
r_4331,1000,0
r_4332,0.0,1
r_4333,1000,0
r_4334,1000,0
r_4335,4.3643726885620634e-76,1
r_4336,1000,0
r_4337,1000,0
r_4338,1000,0
r_4339,1000,0
r_4340,1000,0
r_4341,0.0,1
r_4342,0.0,1
r_4343,3.84267038618555e-72,1
r_4344,3.84267038618555e-72,1
r_4345,7.043663348516706e-35,1
r_4346,7.043663348516706e-35,1
r_4347,0.0,1
r_4348,0.0,1
r_4349,3.868494125346899e-233,1
r_4350,3.868494125346899e-233,1
r_4351,0.0,1
r_4352,0.0,1
r_4353,0.0,1
r_4354,1.2626566484841696e-145,1
r_4355,0.0,1
r_4356,0.0,1
r_4357,6.375927731615864e-232,1
r_4358,2.003203478402492e-158,1
r_4359,0.0,1
r_4360,0.0,1
r_4361,0.0,1
r_4362,0.0,1
r_4363,1000,0
r_4364,1000,0
r_4365,1000,0
r_4366,0.0,1
r_4367,0.0,1
r_4368,0.0,1
r_4369,0.0,1
r_4370,7.772505011271e-311,1
r_4371,1.2531189697198586e-148,1
r_4372,9.950886502568e-311,1
r_4373,9.950886502568e-311,1
r_4374,5.188349700455964e-133,1
r_4375,3.7746868731489907e-29,1
r_4376,0.0,1
r_4377,0.0,1
r_4378,1000,0
r_4379,1000,0
r_4380,0.0,1
r_4381,0.0,1
r_4382,1000,0
r_4383,1000,0
r_4384,4.4245446255786044e-219,1
r_4385,4.4245446255786044e-219,1
r_4386,0.0,1
r_4387,0.0,1
r_4388,0.0,1
r_4389,0.0,1
r_4390,1000,0
r_4391,1000,0
r_4392,1000,0
r_4393,1000,0
r_4394,1000,0
r_4395,1000,0
r_4396,4.580477331468162e-291,1
r_4397,0.0,1
r_4398,0.0,1
r_4399,0.0,1
r_4400,1000,0
r_4401,0.0,1
r_4402,0.0,1
r_4403,0.0,1
r_4404,0.0,1
r_4405,0.0,1
r_4406,0.0,1
r_4407,0.0,1
r_4408,0.0,1
r_4409,0.0,1
r_4410,0.0,1
r_4411,3.4601134180658922e-217,1
r_4412,1000,0
r_4413,7.416079083379214e-56,1
r_4414,0.0,1
r_4415,0.0,1
r_4416,0.0,1
r_4417,0.0,1
r_4418,0.0,1
r_4419,3.4601134180658922e-217,1
r_4420,1000,0
r_4421,4.0784140325194e-135,1
r_4422,0.0,1
r_4423,0.0,1
r_4424,0.0,1
r_4425,0.0,1
r_4426,0.0,1
r_4427,0.0,1
r_4428,0.0,1
r_4429,0.0,1
r_4430,0.0,1
r_4431,0.0,1
r_4432,4.0784140325194e-135,1
r_4433,7.416079083379214e-56,1
r_4434,1.343842716093992e-51,1
r_4435,0.0,1
r_4436,1.343842716093992e-51,1
r_4437,0.0,1
r_4438,0.0,1
r_4439,0.0,1
r_4440,7.066941034696029e-47,1
r_4441,0.0,1
r_4442,4.940193132568603e-245,1
r_4443,1000,0
r_4444,0.0,1
r_4445,0.0,1
r_4446,0.0,1
r_4447,0.0,1
r_4448,7.066941034689646e-47,1
r_4449,7.066941034689646e-47,1
r_4450,0.0,1
r_4451,0.0,1
r_4452,1000,0
r_4453,0.0,1
r_4454,1.5900441650248128e-93,1
r_4455,7.968231460156328e-285,1
r_4456,0.0,1
r_4457,0.0,1
r_4458,8.189647144299189e-257,1
r_4459,2.3462547696259252e-40,1
r_4460,0.0,1
r_4461,4.960831701004817e-242,1
r_4462,1000,0
r_4463,9.029920801769056e-09,1
r_4464,0.0,1
r_4465,1000,0
r_4466,0.0,1
r_4467,0.0,1
r_4468,1000,0
r_4469,0.0,1
r_4470,0.0,1
r_4471,0.0,1
r_4472,0.0,1
r_4473,0.0,1
r_4474,0.0,1
r_4475,0.0,1
r_4476,0.0,1
r_4477,1000,0
r_4478,0.0,1
r_4479,0.0,1
r_4480,4.940193132568603e-245,1
r_4481,9.29195227720264e-106,1
r_4482,0.0,1
r_4483,0.0,1
r_4484,3.480479259433173e-85,1
r_4485,7.314637408254789e-287,1
r_4486,7.314637408254789e-287,1
r_4487,7.314637408254789e-287,1
r_4488,7.314637408254789e-287,1
r_4489,1000,0
r_4490,1000,0
r_4491,0.0,1
r_4492,0.0,1
r_4493,2.946430077367976e-14,1
r_4494,1000,0
r_4495,0.0,1
r_4496,0.0,1
r_4497,0.0,1
r_4498,1000,0
r_4499,4.4245446255786044e-219,1
r_4500,1000,0
r_4501,1000,0
r_4502,0.0,1
r_4503,1000,0
r_4504,0.0,1
r_4505,1000,0
r_4506,0.0,1
r_4507,0.0,1
r_4508,0.0,1
r_4509,0.0,1
r_4510,0.0,1
r_4511,0.0,1
r_4512,0.0,1
r_4513,0.0,1
r_4514,0.0,1
r_4515,0.0,1
r_4516,0.0,1
r_4517,0.0,1
r_4518,7.066941034696029e-47,1
r_4519,0.0,1
r_4520,0.0,1
r_4521,4.960831701004817e-242,1
r_4522,0.0,1
r_4523,0.0,1
r_4524,0.0,1
r_4525,0.0,1
r_4526,0.0,1
r_4527,0.0,1
r_4528,0.0,1
r_4529,7.968231460156328e-285,1
r_4530,0.0,1
r_4531,0.0,1
r_4532,0.0,1
r_4533,0.0,1
r_4534,7.043663348516706e-35,1
r_4535,0.0,1
r_4536,0.0,1
r_4537,3.868494125346899e-233,1
r_4538,8.189647144299189e-257,1
r_4539,0.0,1
r_4540,1000,0
r_4541,0.0,1
r_4542,3.84267038618555e-72,1
r_4543,0.0,1
r_4544,1000,0
r_4545,0.0,1
r_4546,0.0,1
r_4547,2.3462547696259252e-40,1
r_4548,9.029920801769056e-09,1
r_4549,0.0,1
r_4550,0.0,1
r_4551,3.7746868731489907e-29,1
r_4552,0.0,1
r_4553,3.4601134180658922e-217,1
r_4554,4.0784140325194e-135,1
r_4555,2.946430077367976e-14,1
r_4556,0.0,1
r_4557,1.5900441650262203e-93,1
r_4558,0.0,1
r_4559,1.343842716093992e-51,1
r_4560,7.416079083379214e-56,1
r_4561,1.2531189697198586e-148,1
r_4562,2.0032034784006648e-158,1
r_4563,0.0,1
r_4564,0.0,1
r_4565,9.950886502568e-311,1
r_4566,0.0,1
r_4567,2.897171643355001e-59,1
r_4568,1000,0
r_4569,1000,0
r_4570,0.0,1
r_4571,0.0,1
r_4572,9.521392879895098e-297,1
r_4573,0.0,1
r_4574,1.1947837583256217e-236,1
r_4575,1.5020514711885085e-53,1
r_4576,1000,0
r_4577,1000,0
r_4578,1000,0
r_4579,1000,0
r_4580,1000,0
r_4581,7.166000588661009e-224,1
r_4582,7.166000588661009e-224,1
r_4583,2.640796667959729e-42,1
r_4584,2.640796667959729e-42,1
r_4585,1000,0
r_4586,1000,0
r_4587,0.0,1
r_4588,0.0,1
r_4589,0.0,1
r_4590,0.0,1
r_4591,0.0,1
r_4592,0.0,1
r_4593,0.0,1
r_4594,0.0,1
r_4595,0.0,1
r_4596,0.0,1
r_4597,0.0,1
r_4598,0.0,1
r_4599,0.0,1
r_4600,0.0,1
r_4601,0.0,1
r_4602,1000,0
r_4603,1000,0
r_4604,0.9959450972049425,0
r_4605,0.0,1
r_4606,1000,0
r_4607,3.335076566294865e-129,1
r_4608,2.9940390148124857e-264,1
r_4609,1.286696132651204e-63,1
r_4610,2.2911853563741816e-19,1
r_4611,1.2866961326523817e-63,1
r_4612,1000,0
r_4613,1000,0
r_4614,1000,0
r_4615,1000,0
r_4616,1000,0
r_4617,1000,0
r_4618,1000,0
r_4619,1000,0
r_4620,1000,0
r_4621,4.9250562075011e-217,1
r_4622,1000,0
r_4623,1000,0
r_4624,1000,0
r_4625,1000,0
r_4626,1000,0
r_4627,1000,0
r_4628,1000,0
r_4629,2.2240392714654747e-148,1
r_4630,0.0,1
r_4631,2.460707818739372e-176,1
r_4632,1000,0
r_4633,0.0,1
r_4634,2.2240392714654747e-148,1
r_4635,0.0,1
r_4636,2.460707818739372e-176,1
r_4637,1000,0
r_4638,0.0,1
r_4639,2.2240392714654747e-148,1
r_4640,0.0,1
