Accession,Gene,NH4,Gln,Phe,Ile
Q07979,RSC58,47.66762372,62.2118509,82.77920905,97.01422447
Q08001,LAM6,11.57698569,15.95248574,20.26874454,19.13454785
Q08004,BUD20,26.76045273,72.38346386,33.83391213,78.26593021
Q08023,FMP25,3.859985559,7.212776856,9.705370727,8.689429068
Q08058,COQ10,0.10533049,0.217558573,0,0.261605666
Q08144,TLG2,41.75015222,57.31631346,80.66051797,76.58186958
Q08157,YOL019W,0.329623452,0.631172758,0.753463166,0.975934144
Q08162,DIS3,49.41527206,68.47421819,81.16479612,112.6819256
Q08179,MDM38,33.82515146,59.1792916,80.02397113,90.09166206
Q08193,GAS5,198.9063323,211.3447946,238.5870071,240.5300349
Q08199,SIL1,75.92693238,106.3312305,144.0674935,138.8897295
Q08202,OPI10,118.0668102,173.9017997,206.6640746,268.9893161
Q08204,SMC5,5.222512026,5.98806757,9.818236935,8.345333759
Q08208,NOP12,40.33317227,48.67054224,65.90853506,75.5936253
Q08213,NGL1,5.368655152,6.170778828,8.805537874,8.612657106
Q08220,GSH2,242.0646419,328.2879895,430.1546041,484.0181163
Q08223,AIM39,10.31376256,17.33386924,25.42984932,29.41147658
Q08224,THI20,26.14715162,40.40528378,55.59746043,56.63165688
Q08225,YOL057W,459.8372183,487.1911611,615.8014914,626.5290825
Q08227,INP54,42.82822754,35.17164662,44.7173993,81.85737921
Q08230,SDH5,406.1428007,638.8868533,820.3087668,984.1322235
Q08235,BRX1,28.14321343,36.67308049,48.13171643,68.32614829
Q08245,ZEO1,1355.907732,2726.758629,2226.809251,2163.343755
Q08273,HRT1,26.25673046,20.50095137,33.81390279,31.80725065
Q08278,MED7,52.35530715,69.58713332,104.2514704,92.54021551
Q08281,RTC1,6.875857632,7.025580694,9.305876841,7.614972752
Q08285,RRP40,49.42842799,76.07960648,97.12879331,99.44952003
Q08347,BDS1,0.748077389,0.457861074,0.670500511,0.939395482
Q08412,CUE5,896.1430719,1522.89419,1694.382495,1712.027273
Q08444,NOB1,31.08336353,39.36817712,59.87723963,74.16362871
Q08446,SGT1,6.957020333,10.65618917,15.01718037,13.09788518
Q08448,YOR059C,33.19203106,28.18500998,46.24900803,48.94510076
Q08484,GYP1,29.7453774,38.65741788,54.41357065,58.2076805
Q08491,SKI7,6.678297262,9.066751894,12.38294358,11.61430369
Q08548,ALE1,133.6323408,178.2638679,245.1040104,239.0162862
Q08553,SYC1,4.526988752,8.135744243,8.876496373,18.5039161
Q08558,DCI1,30.00701011,58.80506092,82.92436799,63.934932
Q08562,ULS1,1.455101577,1.897850712,2.825656528,2.961799896
Q08581,SLK19,0.64184118,1.593890185,2.507360778,0
Q08601,MCA1,172.439702,168.8494233,245.8286643,200.2298079
Q08641,ABP140,88.77973195,121.3090345,158.1934965,172.2782767
Q08645,MET7,47.3063549,61.12897757,79.4391116,91.96955651
Q08651,ENV9,25.12765369,37.2044033,46.09574982,35.75087789
Q08683,APC5,0.874090293,1.230814172,1.625890496,1.525007697
Q08685,CLP1,19.53755803,20.42330387,27.55196729,31.06807815
Q08686,TUM1,325.6428008,512.0920307,710.8668031,797.512108
Q08687,TMA16,103.9195827,133.8512567,170.8314792,217.7733337
Q08689,NAT5,21.00040211,45.74163816,47.34044909,48.98722145
Q08693,TRE2,3.623155704,4.443573254,6.97895762,7.525837771
Q08723,RPN8,100.3431759,140.0056475,201.0926258,121.8732399
Q08732,HRK1,79.64535055,106.3995204,139.040941,136.2907545
Q08746,RRS1,43.58595692,52.49814707,73.23075123,74.57966223
Q08773,ISW2,27.5568093,33.33160137,47.49176295,42.57796014
Q08816,YOR352W,11.03466655,13.29533385,21.49704422,16.54643819
Q08817,SOG2,41.17354359,56.02872868,76.95598189,62.8020474
Q08818,MSC6,77.83745772,121.1360052,163.5447894,161.665107
Q08822,CIR2,588.2580819,764.469947,981.3830604,999.2212681
Q08826,SNX3,232.9108964,240.6156843,348.5823428,355.4172436
Q08886,GPB1,0.822642505,1.620701353,3.213356653,3.306708878
Q08919,TRE1,4.98951092,7.305021432,10.08440708,9.232974079
Q08920,CBC2,189.5534235,233.3493649,329.9003448,339.3024659
Q08921,TCO89,6.082836484,6.932348442,8.632161772,10.57633618
Q08923,CTI6,1.894234334,2.502174405,3.196362317,3.348965525
Q08925,MRN1,229.221454,260.3708347,343.1679964,290.1712678
Q08926,UIP4,104.8870551,158.4606009,176.0541479,108.4162537
Q08951,APL5,110.2291259,143.664781,206.9552321,173.7715657
Q08960,TYW1,44.40576391,62.05247052,82.42716023,87.55886983
Q08961,RKM1,7.373576343,10.13737853,13.31610166,12.88735684
Q08963,LEA1,7.96862535,9.471233895,13.40276643,17.10514311
Q08965,BMS1,2.383415294,3.051404603,4.574241535,5.811453504
Q08966,PCL8,10.62001938,10.76490945,15.5172969,22.18556076
Q08968,FMP40,76.94932365,100.2969742,126.9928931,140.1440083
Q08970,MMT2,1.098952154,1.697395372,2.204730838,2.30826073
Q08971,YPL225W,1075.85027,1481.484524,1895.536177,2213.076906
Q08972,NEW1,488.339368,597.4901638,831.0338427,745.7373101
Q08977,YPL260W,434.4639254,735.8477867,965.2221141,891.9568314
Q08980,YPL264C,3.230385913,5.38557028,7.218771546,9.173819634
Q08985,SAM4,7.94146694,3.049482391,11.47991073,0
Q08986,SAM3,36.92062448,52.22178199,53.65892996,73.70210311
Q10740,LAP2,73.13334213,90.1887895,124.9227646,144.430949
Q12000,TMA46,8.190951081,11.14206986,11.91370418,14.97684264
Q12003,ENV7,5.194905127,6.056547174,8.4868532,9.726890208
Q12004,TFB4,63.08483978,93.15379536,121.6633916,118.0922029
Q12008,GPM2,96.77643344,119.0052732,158.7319215,165.4250922
Q12009,TRM8,50.08535215,64.23244468,90.11762701,101.4330785
Q12012,YOR289W,65.24099949,85.35177392,105.2257298,114.5304967
Q12015,YOR223W,17.15720121,25.87150568,33.09392267,34.76217524
Q12017,PLP2,106.7785972,195.6257377,250.3989555,260.1277047
Q12018,CDC53,151.2373354,190.9070609,241.2258916,262.1927615
Q12020,SRL2,9.833149254,10.53865816,15.8633594,8.680785779
Q12025,YDR056C,42.00279527,54.76922766,81.76479972,65.43638185
Q12028,APL4,64.81114104,94.61701336,127.3041873,117.3711278
Q12029,FSF1,45.03892958,67.72722026,94.93184439,90.97355093
Q12030,TAF10,327.5308646,475.6479036,571.519373,625.5577173
Q12031,ICL2,29.07307467,176.118787,215.4816538,149.477269
Q12032,AIM41,791.0706445,1272.538031,1683.816737,1458.732875
Q12033,RIM20,11.12037572,14.6297205,21.79297102,18.40653082
Q12034,SLF1,1.781066714,2.98863761,3.827703538,3.075453156
Q12035,FCF2,11.34579123,12.36892776,16.38481227,21.13445358
Q12038,SRO7,8.317937134,13.74206742,17.3353525,21.54951171
Q12039,HMI1,2.245868531,2.743123862,5.396441006,2.173413986
Q12040,YOR283W,84.0504108,150.4743805,177.951373,218.0648722
Q12041,MET32,2.40377799,2.758230753,4.139047271,3.771768695
Q12043,TGL5,2.341328945,2.934618132,4.174327023,3.185323966
Q12044,RCN2,16.939827,21.91424842,28.9986383,16.22945024
Q12045,VIK1,7.25839249,10.26773553,23.44902247,22.18396134
Q12049,THP3,8.279705579,5.846790813,8.332373863,21.2076636
Q12052,TGS1,1.233290447,4.336329079,6.210049391,3.813504763
Q12055,FAP7,24.88946133,37.8670129,52.9514222,58.48423264
Q12057,PIN2,11.78822818,14.08204482,19.27257732,11.33998871
Q12060,HFI1,3.700367589,4.539144976,6.147827698,6.577941159
Q12063,NUS1,2.059747279,3.055273721,3.945223255,3.547859974
Q12066,NUR1,2.555254366,3.864752169,5.391284666,4.5445424
Q12068,GRE2,712.5440421,644.0503221,789.0427339,947.9704025
Q12069,PUS9,6.685407851,7.686389741,11.26240686,12.3006602
Q12071,VPS54,26.80547056,34.72358842,50.06847364,44.64941271
Q12072,IOC2,19.05738311,21.16317934,30.75491501,30.90231399
Q12074,SPE3,86.59398296,125.0049669,120.2021163,187.0666565
Q12078,SMF3,20.16491028,27.83426165,38.23154116,39.04223972
Q12080,NOP53,13.11356461,15.94244594,21.52911776,26.5852446
Q12082,YDL157C,52.4556762,79.89123403,94.14815489,114.0960197
Q12084,DAS2,103.1734229,143.7258065,274.5340592,297.1971588
Q12089,AEP3,3.268107461,4.252072596,5.723188657,6.730298316
Q12090,REX3,6.781386955,8.715414018,12.63016331,13.42311926
Q12096,GNT1,23.58443332,25.5241355,36.02742323,36.05363509
Q12100,RTK1,8.714116264,10.75331889,13.8295766,17.2943042
Q12102,CFT2,24.34940079,27.16843269,40.33313431,43.18888972
Q12104,SWT1,12.25842658,17.83010373,22.50178234,20.55501947
Q12108,RTC5,4.942876825,6.606090467,9.37598991,6.45325304
Q12109,WRS1,206.4638855,271.4176206,360.2147079,438.6782763
Q12114,CHS5,326.4788844,539.8879205,678.5786053,779.3013367
Q12116,TMS1,39.76329617,45.70873671,68.42601484,60.78050934
Q12117,MRH1,98.17649578,248.4647949,281.9183704,363.1363944
Q12118,SGT2,4132.038891,4447.997508,5444.19983,6894.763175
Q12122,LYS21,4977.609472,5375.876108,7227.488344,12038.54556
Q12123,DCS2,302.8025645,453.2180828,552.3483366,797.2195626
Q12124,MED2,0,10.49712312,7.632577787,0
Q12125,GET4,255.5264236,409.3829896,552.0273818,615.7398778
Q12133,SPC3,83.57570732,82.56608545,88.56754872,169.7093889
Q12134,HUA2,74.88201749,117.8367419,184.9916222,223.6707537
Q12136,SAS10,28.80745056,40.65792145,52.14238981,71.43748112
Q12139,YPR022C,0.849419001,1.305573639,1.746542258,1.654386901
Q12143,NSL1,6.135177743,8.602856045,11.64495542,5.846072573
Q12144,PER33,50.27758708,60.59518967,96.93051413,83.73026808
Q12149,RRP6,36.79681941,51.04379927,67.17450665,72.18192698
Q12152,YPL150W,2.339088735,2.574697681,3.797832763,3.544199067
Q12153,SSF2,52.59603716,69.16738092,91.81170326,105.5177882
Q12154,GET3,2761.215885,3832.770639,4920.253936,6253.723293
Q12155,YLR050C,101.0342434,142.5215435,175.3649944,190.4533062
Q12157,APC11,9.931280157,10.76798793,15.29331547,16.07219307
Q12159,YRA1,3718.398607,4768.882761,6197.490646,6933.429128
Q12161,PSH1,1.128127194,1.323389379,2.130612895,1.578699305
Q12164,POM33,19.7996924,28.63097617,38.94304186,34.85145816
Q12168,ACF2,43.84382109,40.13529294,59.18535539,75.64353808
Q12176,MAK21,142.6960556,209.6565451,277.8426565,333.0376576
Q12180,HAL9,7.65064399,9.094487516,13.26275173,12.34920493
Q12181,TAH18,45.04851478,56.6254554,86.95353403,85.43823593
Q12186,MSL5,187.8026491,214.4685888,302.9817384,309.0444067
Q12191,BUG1,22.36214541,45.28830102,42.38011903,43.33379622
Q12192,RFM1,9.121201183,3.537101013,14.35617076,18.27289482
Q12196,RIO1,3.395403822,3.352937305,4.417967943,4.082745587
Q12200,NCR1,43.15682517,63.31569813,82.99697157,87.54334206
Q12205,MNL2,0.111567456,0.163712081,0.236162594,0.156095067
Q12207,NCE102,1927.681093,2181.154473,3327.056362,3220.224742
Q12208,USB1,34.07073123,70.3280214,79.2143608,132.8639198
Q12211,PUS1,81.92029575,100.5210997,135.6618133,160.1765465
Q12213,RPL7B,22366.21698,29712.13823,37113.64767,37112.82209
Q12222,YGK3,2.43148559,0,3.401241907,3.53334156
Q12223,RAD59,20.37974225,18.7388019,24.51102831,38.19687754
Q12229,UBX3,85.40219019,89.64682637,135.2919802,136.2230436
Q12230,LSP1,15169.67039,22221.23329,28447.40676,27291.31674
Q12233,ATP20,7530.505702,13221.20765,17054.31812,16243.12194
Q12234,RUD3,15.9686898,24.19423353,33.32909351,24.47241522
Q12235,YCT1,140.762481,98.31539109,158.7012108,223.4054668
Q12236,PKH2,3.249317812,3.622819177,5.181439602,5.020570214
Q12242,RUP1,41.17819574,67.31101177,82.94421538,121.6594473
Q12245,POC4,12.70452626,22.79414385,32.06447638,37.57749639
Q12246,LCB4,41.21695663,46.47775909,62.14043419,65.6216597
Q12247,FYV7,137.0916027,173.5749461,237.5737938,230.0173377
Q12250,RPN5,1931.469787,2654.256648,3609.599626,3326.089968
Q12251,YPR011C,33.43991193,54.55826834,73.20231072,70.71700654
Q12255,NYV1,41.89212172,90.71458453,106.4520955,145.2833702
Q12256,TPO4,78.47933716,65.14555764,123.3039708,80.78300553
Q12262,MCM16,82.80873687,114.2943001,153.8524955,126.6043418
Q12263,GIN4,83.54402183,122.3992396,170.3315003,131.0923059
Q12265,PRS5,190.8316533,305.7204858,370.8239485,588.7690019
Q12267,SMC4,3.968580249,4.91020685,6.83667771,7.052149798
Q12270,RBD2,98.85025783,139.4097104,208.8068161,166.179912
Q12271,INP53,47.63828417,63.18889677,81.0634817,84.48126736
Q12272,TPT1,46.46905699,62.84485056,92.51230665,94.32640551
Q12275,YOR093C,2.747404316,3.688202829,4.677891376,5.234671921
Q12276,HER1,34.14413234,38.78694928,56.99906349,61.83400785
Q12277,RRP42,21.85644447,35.69700311,43.0975118,59.46345946
Q12280,IQG1,0.957179908,1.425756127,1.890288953,1.751084224
Q12283,MCT1,8.70697421,19.34328488,12.90189634,21.13811284
Q12284,ERV2,115.0282092,130.0495943,178.652181,192.2625856
Q12285,MDY2,37.52545651,27.43093167,68.32866765,50.71010411
Q12287,COX17,64.27392705,152.3249727,275.1996516,104.7886448
Q12289,CRC1,118.1526459,112.5757884,162.9804961,216.1475287
Q12296,MAM3,25.47608873,34.72270493,51.02670729,48.44684785
Q12298,YDR061W,64.78500349,104.4427546,134.6904953,137.0974862
Q12305,RDL1,138.934621,190.5959773,247.2766377,473.4335004
Q12306,SMT3,2601.116397,3272.604651,4137.683332,4388.215812
Q12309,CLF1,0.35303337,0.423629631,0.675764574,0.640330433
Q12311,NTO1,2.146386447,3.680904762,2.28661092,5.08500262
Q12314,SFM1,189.2881092,496.7975195,544.1695729,1052.786265
Q12320,GLO4,50.24914829,63.17238126,72.66948841,81.95572533
Q12321,MED1,7.253947926,11.03039191,13.63027345,12.73048924
Q12324,YVC1,19.69111279,27.83186879,40.04167728,42.05259171
Q12329,HSP42,999.9748134,1053.547449,1113.440027,2012.939903
Q12335,PST2,7280.511041,10821.57277,14781.50271,12754.84103
Q12339,UTP23,64.05650662,71.13622721,91.98208311,106.4621459
Q12341,HAT1,31.96376046,41.98342351,59.50789165,79.54014288
Q12343,MED4,69.10168409,104.5327763,126.660735,127.4209382
Q12344,GYP5,9.767287482,12.70696005,17.30318193,15.25153334
Q12345,IES3,4.546394943,8.405194161,7.010248429,5.618590427
Q12362,RIB2,2.936746284,3.545232821,5.140359132,5.833807099
Q12363,WTM1,63.50487352,94.91538936,86.59743587,129.594789
Q12365,BBP1,2.333946828,2.957030381,4.527704701,4.702318731
Q12367,RKM5,9.015999848,6.784456729,11.08335008,13.85949745
Q12373,HIF1,72.76405243,106.5673047,135.725044,123.2130463
Q12374,NCA2,164.2766902,239.306538,315.056619,308.7942597
Q12375,ORT1,14.88939312,24.03979624,36.1716395,46.25099901
Q12377,RPN6,735.6543496,988.045718,1333.145321,1177.114064
Q12380,ATG5,4.352716236,6.014037246,8.858816632,6.98483502
Q12383,TRM13,2.82727669,4.944527202,6.136814933,6.358119989
Q12386,ARP8,24.64428151,33.57401455,41.89643043,47.67138695
Q12389,DBP10,41.97116833,49.11556967,68.78418627,80.88060399
Q12395,DCN1,0.280472141,0.510200378,1.31204255,0.599846153
Q12396,EMP46,6.530790218,7.273462194,9.969220686,11.18170538
Q12400,TRM10,15.99548144,24.54564224,31.46968839,30.89845324
Q12402,YOP1,12460.66172,14898.54296,22568.65322,18625.25292
Q12403,ERP3,66.58177467,99.48046589,125.416565,133.6621176
Q12404,MPD1,4.457851812,7.948489892,10.14990562,10.75149288
Q12405,LPX1,32.68075293,58.98902214,73.24624224,56.92604258
Q12406,ARP7,42.26550022,59.36346197,70.21447742,71.67145076
Q12408,NPC2,5488.309493,6665.395541,9117.969128,7640.778991
Q12415,TFC7,9.428746407,15.61425986,18.2718358,26.17878621
Q12425,ISA2,6.375872839,7.121068277,11.79421286,10.87492442
Q12428,PDH1,520.2976719,1744.571687,2007.460017,2150.295196
Q12429,DPH6,19.91947272,13.74906619,20.18632901,35.89460089
Q12432,EAF3,4.068921068,5.533953472,7.311534728,8.35272602
Q12434,RDI1,28.44175501,49.16062588,72.45058004,62.12345193
Q12436,ZRT2,0,2.180325145,2.636654808,0
Q12442,IZH2,33.78176498,34.73668591,24.95699671,53.95796022
Q12443,RTN2,2.378433886,2.911432984,4.022895144,8.062689536
Q12446,LAS17,79.32186259,114.9725644,126.90062,156.8496882
Q12447,PAA1,4021.21901,6419.06054,6855.016403,10532.92644
Q12449,AHA1,1114.360894,1238.085753,1545.624923,1437.535195
Q12451,OSH2,73.37685661,87.41559446,117.131629,128.2291896
Q12452,ERG27,326.9803969,521.9305632,681.5542272,768.378552
Q12453,CEX1,65.20682053,90.2327752,125.4881338,125.5897203
Q12458,YPR1,662.3601452,785.8447664,895.5196014,1106.890249
Q12461,RRD2,29.80750926,40.30939912,55.1646611,53.09582496
Q12462,PEX11,2737.529882,4236.561604,5655.222457,4167.98738
Q12464,RVB2,648.3967541,736.3248746,920.1030412,1017.751647
Q12466,TCB1,41.41715117,57.76589666,78.21513708,87.58300683
Q12480,AIM45,76.84746701,166.5282121,180.7198682,364.4025995
Q12482,AGC1,1.701903766,2.603857984,3.649751526,3.116788192
Q12483,SNF8,18.88993754,24.10722688,34.40719979,36.91197161
Q12486,YOR131C,303.0376614,450.0948092,557.6810758,631.8259299
Q12487,MRPL23,109.3627728,166.9284084,224.4118895,241.4779681
Q12488,PSF1,2.723589725,4.082159428,4.94896229,6.276331704
Q12493,NKP1,65.84497639,67.9842857,91.39627322,67.56924981
Q12494,KCS1,9.97663893,11.02255081,15.90218193,13.40286325
Q12495,RLF2,8.921449367,10.41803653,14.23909825,18.8025893
Q12496,YOL098C,65.19255625,92.75445193,126.1174641,121.5630952
Q12498,PRM4,22.29767374,18.44990356,28.01594474,35.0035409
Q12500,AVL9,35.36290214,51.5508716,74.61643752,52.21555223
Q12502,LDB19,5.919877207,5.598360025,7.891350556,8.1975981
Q12508,RMD5,2.037165999,3.127928886,3.747580372,3.603591928
Q12509,ARP6,26.54796012,32.69545566,50.20692045,40.70825845
Q12511,PTC5,1.801127336,2.309559106,3.002133822,4.074870672
Q12513,TMA17,343.8817975,507.0663221,503.7795041,494.2424793
Q12514,NOT5,21.05128948,29.05437552,37.48319704,45.87176876
Q12515,PAR32,47.42263344,61.83633392,98.45901253,135.8618194
Q12516,SRF1,4.676863233,5.308172533,7.974003449,7.381452727
Q12517,DCP1,1.324273606,1.790560418,2.494610827,2.742181009
Q12518,ENT1,1.750880628,2.627720103,3.717078276,4.137707822
Q12520,HUT1,1.028559473,1.696560744,2.473088512,1.467034247
Q12527,ATG11,4.94006123,5.99011987,8.316917673,9.762897963
Q12532,RQC2,47.79299887,65.68571643,86.74593022,91.89442542
Q12674,DNF3,7.476482694,8.199029369,10.44695397,10.66079897
Q12676,FOL3,24.17290136,36.9738975,47.70327,51.03485341
Q12680,GLT1,1259.820601,1395.139842,1784.397098,1857.263526
Q12692,HTZ1,1543.111356,2024.852683,2653.615747,3426.120734
Q12697,YPK9,0.164142428,0.251317208,0.349650621,0.413379953
Q12743,DFM1,84.95426616,110.9015983,166.5219286,155.0093656
Q12745,SEC39,3.265232721,4.615830927,6.472916466,6.558320133
Q12746,PGA3,24.35889133,63.68269657,75.09188663,201.1460954
Q12751,RTP1,0.941937552,1.189932013,1.746566364,1.440568125
Q12753,HAA1,3.071629786,3.468743206,4.897940623,3.606199042
Q2V2P4,YIL156W-B,637.0145347,969.5236626,1299.029147,1515.508516
Q2V2P9,YDR119W-A,1548.078034,2380.215967,3240.342767,4534.087703
Q3E705,EFG1,50.9098786,77.62827386,105.6465559,119.1162031
Q3E747,YLR363W-A,61.5864277,94.41094808,108.2224579,97.30973263
Q3E756,YBL029C-A,636.865767,748.5466449,1112.172296,1084.859592
Q3E762,YBR230W-A,58.63638236,130.9920749,124.129968,137.528805
Q3E764,TMA7,644.8314402,1074.352601,1145.831391,1290.591313
Q3E776,YBR255C-A,64.66894685,103.7529924,131.3220531,183.4619962
Q3E793,BOL1,22.83472079,32.35874005,41.49296592,47.59153917
Q3E795,YLR361C-A,11.1090585,7.745270087,9.442924593,32.30495318
Q3E7A3,YJL133C-A,18.96780972,24.05359607,29.57972618,30.53946477
Q3E7A4,CMC2,203.8054007,300.6463168,443.6639237,398.9162449
Q3E7Y6,NBL1,0,12.47428525,15.54542796,6.50039179
Q3E834,YOS1,66.396057,166.3677005,245.7972321,123.0100234
Q3E835,MHF1,74.05871766,103.1641318,140.5432545,136.3480383
Q3E840,KTI11,0,1.323981875,1.31137175,0
Q3E841,YNR034W-A,459.5863143,746.3497929,925.4316869,1215.801442
Q3E846,COA6,290.1789049,451.5898426,524.0015441,761.1358087
Q6Q560,ISD11,617.7792441,889.3706252,1187.509696,1313.304552
Q6WNK7,SUS1,10.47528555,13.40101747,32.97390523,48.13024059
Q86ZR7,YKL033W-A,33.62122937,57.28249445,72.71548326,89.80707353
Q92317,NCB2,377.4358311,500.7732206,655.7904473,551.2456656
Q92325,LAG2,86.01317668,120.134887,185.935448,145.8786336
Q92331,VPS5,20.73698751,26.84001551,32.93696497,37.46096711
Q96VH4,HBN1,66.59569594,161.9102941,319.159703,227.4269546
Q96VH5,MIC10,346.531259,668.0768617,835.7363594,823.7764707
Q99181,HSH49,23.25319359,25.27514879,35.25870858,21.14469677
Q99186,APM4,16.41127708,19.83112089,28.54235326,27.16277207
Q99189,MTR10,12.38299643,15.62111593,24.01825482,22.07398034
Q99190,TSC13,943.5661086,1146.061719,1572.706584,1419.901151
Q99216,PNO1,65.50748246,81.53072719,115.5650668,142.232857
Q99220,YOS9,16.6495786,25.36199821,25.55002108,46.25814221
Q99247,YOL087C,3.796444796,5.113832053,6.29261528,7.423540489
Q99257,MEX67,18.15626494,28.20983489,38.08946649,37.50119617
Q99258,RIB3,394.4354788,670.224624,846.5657712,962.0101231
Q99260,YPT6,310.6189264,453.847751,560.0801761,658.3821038
Q99271,NHA1,22.04749173,24.54404001,34.99964749,40.692247
Q99287,SEY1,226.8602045,325.4902136,439.7027368,446.6356205
Q99288,DET1,18.49526181,25.95692071,29.95278354,35.72336582
Q99297,ODC2,630.6967314,694.8882993,946.4104232,1109.899998
Q99312,ISN1,34.03243756,46.70331186,65.75485706,63.52131506
Q99316,MPD2,389.2695794,488.1936074,663.9934191,667.7305563
Q99321,DDP1,24.64627889,36.51019401,50.83178069,45.04627225
Q99325,ATG40,3.095940026,3.1949116,4.219419262,5.33247152
Q99332,FRT1,0.165511928,0.215980073,0.281001262,0.279879823
Q99344,UBA3,9.777456027,20.1649826,28.99529666,0
Q99359,RAD61,1.692601051,2.40896437,3.721871302,2.425933827
Q99369,FSH3,114.3020044,172.9121654,199.5912504,275.818615
